,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,gdp_per_capita,cvd_death_rate,continent,day,month,year
172,SWE,Sweden,31/03/20,4028,328,146,36,398.841,32.478,14.456,3.565,10099270.0,24.718000000000004,41.0,46949.282999999996,133.982,Europe,31,3,2020
173,CHE,Switzerland,31/03/20,15412,1138,295,38,1780.783,131.49,34.086,4.391,8654618.0,214.243,43.1,57410.166,99.73899999999999,Europe,31,3,2020
174,SYR,Syria,31/03/20,10,1,2,1,0.5710000000000001,0.057,0.114,0.057,17500657.0,,21.7,,376.264,Asia,31,3,2020
175,TWN,Taiwan,30/03/20,306,23,5,3,12.847999999999999,0.966,0.21,0.126,23816775.0,,42.2,,103.95700000000001,Asia,30,3,2020
176,TZA,Tanzania,31/03/20,19,5,1,0,0.318,0.084,0.017,0.0,59734213.0,64.699,17.7,2683.304,217.28799999999998,Africa,31,3,2020
177,THA,Thailand,31/03/20,1651,263,10,3,23.653000000000002,3.7680000000000002,0.14300000000000002,0.043,69799978.0,135.132,40.1,16277.671,109.861,Asia,31,3,2020
178,TLS,Timor,22/03/20,1,1,0,0,0.758,0.758,0.0,0.0,1318442.0,87.176,18.0,6570.102,335.346,Asia,22,3,2020
179,TGO,Togo,31/03/20,34,4,1,0,4.107,0.483,0.121,0.0,8278737.0,143.366,19.4,1429.8129999999999,280.033,Africa,31,3,2020
180,TTO,Trinidad and Tobago,31/03/20,85,7,3,0,60.736000000000004,5.002,2.144,0.0,1399491.0,266.88599999999997,36.2,28763.071,228.467,Americas,31,3,2020
181,TUN,Tunisia,31/03/20,312,34,8,0,26.399,2.877,0.677,0.0,11818618.0,74.22800000000001,32.7,10849.296999999999,318.991,Africa,31,3,2020
182,TUR,Turkey,31/03/20,10827,1610,168,37,128.375,19.09,1.992,0.439,84339067.0,104.914,31.6,25129.341,171.285,Asia,31,3,2020
183,TCA,Turks and Caicos Islands,29/03/20,5,3,0,0,129.139,77.483,0.0,0.0,38718.0,37.312,,,,Americas,29,3,2020
184,UGA,Uganda,30/03/20,33,3,0,0,0.721,0.066,0.0,0.0,45741000.0,213.75900000000001,16.4,1697.707,213.333,Africa,30,3,2020
185,UKR,Ukraine,31/03/20,480,62,11,2,10.975999999999999,1.4180000000000001,0.252,0.046,43733759.0,77.39,41.4,7894.393,539.849,Europe,31,3,2020
186,ARE,United Arab Emirates,31/03/20,611,143,5,3,61.777,14.458,0.506,0.303,9890400.0,112.44200000000001,34.0,67293.483,317.84,Asia,31,3,2020
187,GBR,United Kingdom,31/03/20,22141,2619,2043,374,326.15,38.579,30.095,5.5089999999999995,67886004.0,272.89799999999997,40.8,39753.244,122.137,Europe,31,3,2020
188,USA,United States,31/03/20,164620,21595,3170,661,497.337,65.241,9.577,1.9969999999999999,331002647.0,35.608000000000004,38.3,54225.445999999996,151.089,Americas,31,3,2020
189,VIR,United States Virgin Islands,30/03/20,30,8,0,0,287.293,76.611,0.0,0.0,104423.0,306.48,42.2,,273.67,Americas,30,3,2020
190,URY,Uruguay,31/03/20,324,29,1,0,93.272,8.347999999999999,0.28800000000000003,0.0,3473727.0,19.750999999999998,35.6,20551.409,160.708,Americas,31,3,2020
191,UZB,Uzbekistan,31/03/20,149,4,2,1,4.452,0.12,0.06,0.03,33469199.0,76.134,28.2,6253.104,724.4169999999999,Asia,31,3,2020
192,VAT,Vatican,29/03/20,6,1,0,0,7416.564,1236.094,0.0,0.0,809.0,,,,,Europe,29,3,2020
193,VEN,Venezuela,31/03/20,135,16,3,2,4.748,0.563,0.106,0.07,28435943.0,36.253,29.0,16745.022,204.85,Americas,31,3,2020
194,VNM,Vietnam,31/03/20,206,3,0,0,2.116,0.031,0.0,0.0,97338583.0,308.127,32.6,6171.884,245.465,Asia,31,3,2020
195,ZMB,Zambia,31/03/20,35,6,0,0,1.9040000000000001,0.326,0.0,0.0,18383956.0,22.995,17.7,3689.2509999999997,234.49900000000002,Africa,31,3,2020
196,ZWE,Zimbabwe,29/03/20,7,2,1,0,0.47100000000000003,0.135,0.067,0.0,14862927.0,42.729,19.6,1899.775,307.846,Africa,29,3,2020
