,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,gdp_per_capita,cvd_death_rate,continent,day,month,year
171,SVK,Slovakia,18/05/20,1494,1,28,0,273.644,0.183,5.129,0.0,5459643.0,113.12799999999999,41.2,30155.152000000002,287.959,Europe,18,5,2020
172,SVN,Slovenia,18/05/20,1466,1,104,1,705.17,0.48100000000000004,50.026,0.48100000000000004,2078932.0,102.619,44.5,31400.84,153.493,Europe,18,5,2020
173,SOM,Somalia,18/05/20,1421,64,56,1,89.40899999999999,4.027,3.5239999999999996,0.063,15893219.0,23.5,16.8,,365.769,Africa,18,5,2020
174,ZAF,South Africa,18/05/20,15515,1160,264,3,261.597,19.559,4.4510000000000005,0.051,59308690.0,46.754,27.3,12294.876,200.38,Africa,18,5,2020
175,KOR,South Korea,18/05/20,11065,15,263,1,215.822,0.293,5.13,0.02,51269183.0,527.967,43.4,35938.373999999996,85.99799999999999,Asia,18,5,2020
176,SSD,South Sudan,18/05/20,285,49,4,0,25.461,4.377,0.35700000000000004,0.0,11193729.0,,19.2,1569.888,280.775,Africa,18,5,2020
177,ESP,Spain,17/05/20,231350,652,27650,87,4948.157,13.945,591.383,1.861,46754783.0,93.105,45.5,34272.36,99.40299999999999,Europe,17,5,2020
178,LKA,Sri Lanka,18/05/20,981,21,9,0,45.813,0.981,0.42,0.0,21413250.0,341.955,34.1,11669.077,197.093,Asia,18,5,2020
179,SDN,Sudan,18/05/20,2289,325,97,6,52.202,7.412000000000001,2.2119999999999997,0.13699999999999998,43849269.0,23.258000000000003,19.7,4466.5070000000005,431.38800000000003,Africa,18,5,2020
180,SUR,Suriname,01/05/20,10,0,1,0,17.046,0.0,1.705,0.0,586634.0,3.612,29.6,13767.118999999999,258.314,Americas,1,5,2020
181,SWZ,Swaziland,18/05/20,203,1,2,0,174.975,0.862,1.724,0.0,1160164.0,79.492,21.5,7738.975,333.436,Africa,18,5,2020
182,SWE,Sweden,18/05/20,30143,466,3679,5,2984.671,46.141999999999996,364.284,0.495,10099270.0,24.718000000000004,41.0,46949.282999999996,133.982,Europe,18,5,2020
183,CHE,Switzerland,18/05/20,30504,15,1602,1,3524.592,1.733,185.10299999999998,0.11599999999999999,8654618.0,214.243,43.1,57410.166,99.73899999999999,Europe,18,5,2020
184,SYR,Syria,18/05/20,58,7,3,0,3.3139999999999996,0.4,0.171,0.0,17500657.0,,21.7,,376.264,Asia,18,5,2020
185,TWN,Taiwan,08/05/20,440,1,6,0,18.474,0.042,0.252,0.0,23816775.0,,42.2,,103.95700000000001,Asia,8,5,2020
186,TJK,Tajikistan,18/05/20,1524,202,39,3,159.78799999999998,21.179000000000002,4.0889999999999995,0.315,9537642.0,64.281,23.3,2896.913,427.69800000000004,Asia,18,5,2020
187,TZA,Tanzania,08/05/20,509,29,21,3,8.521,0.485,0.35200000000000004,0.05,59734213.0,64.699,17.7,2683.304,217.28799999999998,Africa,8,5,2020
188,THA,Thailand,17/05/20,3028,3,56,0,43.381,0.043,0.802,0.0,69799978.0,135.132,40.1,16277.671,109.861,Asia,17,5,2020
189,TLS,Timor,01/05/20,24,0,0,0,18.203,0.0,0.0,0.0,1318442.0,87.176,18.0,6570.102,335.346,Asia,1,5,2020
190,TGO,Togo,18/05/20,301,3,11,0,36.358000000000004,0.36200000000000004,1.329,0.0,8278737.0,143.366,19.4,1429.8129999999999,280.033,Africa,18,5,2020
191,TTO,Trinidad and Tobago,01/05/20,116,0,8,0,82.887,0.0,5.716,0.0,1399491.0,266.88599999999997,36.2,28763.071,228.467,Americas,1,5,2020
192,TUN,Tunisia,18/05/20,1037,2,45,0,87.743,0.16899999999999998,3.8080000000000003,0.0,11818618.0,74.22800000000001,32.7,10849.296999999999,318.991,Africa,18,5,2020
193,TUR,Turkey,18/05/20,149435,1368,4140,44,1771.836,16.22,49.088,0.522,84339067.0,104.914,31.6,25129.341,171.285,Asia,18,5,2020
194,TCA,Turks and Caicos Islands,01/05/20,12,0,1,0,309.933,0.0,25.828000000000003,0.0,38718.0,37.312,,,,Americas,1,5,2020
195,UGA,Uganda,17/05/20,227,24,0,0,4.963,0.525,0.0,0.0,45741000.0,213.75900000000001,16.4,1697.707,213.333,Africa,17,5,2020
196,UKR,Ukraine,18/05/20,18291,433,514,17,418.235,9.901,11.753,0.389,43733759.0,77.39,41.4,7894.393,539.849,Europe,18,5,2020
197,ARE,United Arab Emirates,18/05/20,23358,731,220,6,2361.6839999999997,73.91,22.244,0.607,9890400.0,112.44200000000001,34.0,67293.483,317.84,Asia,18,5,2020
198,GBR,United Kingdom,18/05/20,243695,3534,34636,170,3589.768,52.058,510.208,2.504,67886004.0,272.89799999999997,40.8,39753.244,122.137,Europe,18,5,2020
199,USA,United States,18/05/20,1486757,18873,89562,808,4491.677,57.018,270.578,2.441,331002647.0,35.608000000000004,38.3,54225.445999999996,151.089,Americas,18,5,2020
200,VIR,United States Virgin Islands,10/05/20,69,1,4,0,660.7739999999999,9.576,38.306,0.0,104423.0,306.48,42.2,,273.67,Americas,10,5,2020
201,URY,Uruguay,18/05/20,734,1,20,1,211.3,0.28800000000000003,5.757999999999999,0.28800000000000003,3473727.0,19.750999999999998,35.6,20551.409,160.708,Americas,18,5,2020
202,UZB,Uzbekistan,18/05/20,2753,12,12,1,82.255,0.359,0.359,0.03,33469199.0,76.134,28.2,6253.104,724.4169999999999,Asia,18,5,2020
203,VAT,Vatican,07/05/20,12,1,0,0,14833.127,1236.094,0.0,0.0,809.0,,,,,Europe,7,5,2020
204,VEN,Venezuela,18/05/20,541,37,10,0,19.025,1.301,0.35200000000000004,0.0,28435943.0,36.253,29.0,16745.022,204.85,Americas,18,5,2020
205,VNM,Vietnam,18/05/20,320,2,0,0,3.287,0.021,0.0,0.0,97338583.0,308.127,32.6,6171.884,245.465,Asia,18,5,2020
206,ESH,Western Sahara,01/05/20,6,0,0,0,10.045,0.0,0.0,0.0,597330.0,,28.4,,,Africa,1,5,2020
207,YEM,Yemen,18/05/20,128,4,20,1,4.292,0.134,0.6709999999999999,0.034,29825968.0,53.508,20.3,1479.1470000000002,495.00300000000004,Asia,18,5,2020
208,ZMB,Zambia,18/05/20,753,74,7,0,40.96,4.025,0.381,0.0,18383956.0,22.995,17.7,3689.2509999999997,234.49900000000002,Africa,18,5,2020
209,ZWE,Zimbabwe,18/05/20,46,2,4,0,3.095,0.135,0.26899999999999996,0.0,14862927.0,42.729,19.6,1899.775,307.846,Africa,18,5,2020
