,iso_code,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,population,population_density,median_age,gdp_per_capita,cvd_death_rate,continent,day,month,year
170,SVN,Slovenia,30/04/20,1418,10,89,3,682.081,4.81,42.81,1.443,2078932.0,102.619,44.5,31400.84,153.493,Europe,30,4,2020
171,SOM,Somalia,30/04/20,582,54,28,0,36.619,3.398,1.7619999999999998,0.0,15893219.0,23.5,16.8,,365.769,Africa,30,4,2020
172,ZAF,South Africa,30/04/20,5350,354,103,10,90.206,5.968999999999999,1.7369999999999999,0.16899999999999998,59308690.0,46.754,27.3,12294.876,200.38,Africa,30,4,2020
173,KOR,South Korea,30/04/20,10765,4,247,1,209.97,0.078,4.8180000000000005,0.02,51269183.0,527.967,43.4,35938.373999999996,85.99799999999999,Asia,30,4,2020
174,SSD,South Sudan,29/04/20,34,28,0,0,3.037,2.501,0.0,0.0,11193729.0,,19.2,1569.888,280.775,Africa,29,4,2020
175,ESP,Spain,30/04/20,215183,1241,24543,268,4602.374,26.543000000000003,524.93,5.732,46754783.0,93.105,45.5,34272.36,99.40299999999999,Europe,30,4,2020
176,LKA,Sri Lanka,30/04/20,649,30,7,0,30.308000000000003,1.401,0.327,0.0,21413250.0,341.955,34.1,11669.077,197.093,Asia,30,4,2020
177,SDN,Sudan,30/04/20,375,57,28,3,8.552,1.3,0.639,0.068,43849269.0,23.258000000000003,19.7,4466.5070000000005,431.38800000000003,Africa,30,4,2020
178,SUR,Suriname,01/04/20,10,2,0,0,17.046,3.409,0.0,0.0,586634.0,3.612,29.6,13767.118999999999,258.314,Americas,1,4,2020
179,SWZ,Swaziland,30/04/20,91,20,1,0,78.437,17.239,0.862,0.0,1160164.0,79.492,21.5,7738.975,333.436,Africa,30,4,2020
180,SWE,Sweden,30/04/20,20302,681,2462,107,2010.244,67.431,243.78,10.595,10099270.0,24.718000000000004,41.0,46949.282999999996,133.982,Europe,30,4,2020
181,CHE,Switzerland,30/04/20,29324,143,1407,28,3388.2490000000003,16.523,162.572,3.235,8654618.0,214.243,43.1,57410.166,99.73899999999999,Europe,30,4,2020
182,SYR,Syria,27/04/20,43,1,3,0,2.457,0.057,0.171,0.0,17500657.0,,21.7,,376.264,Asia,27,4,2020
183,TWN,Taiwan,26/04/20,429,1,6,0,18.012999999999998,0.042,0.252,0.0,23816775.0,,42.2,,103.95700000000001,Asia,26,4,2020
184,TZA,Tanzania,30/04/20,480,174,16,6,8.036,2.9130000000000003,0.268,0.1,59734213.0,64.699,17.7,2683.304,217.28799999999998,Africa,30,4,2020
185,THA,Thailand,30/04/20,2954,16,54,0,42.321000000000005,0.22899999999999998,0.774,0.0,69799978.0,135.132,40.1,16277.671,109.861,Asia,30,4,2020
186,TLS,Timor,25/04/20,24,1,0,0,18.203,0.758,0.0,0.0,1318442.0,87.176,18.0,6570.102,335.346,Asia,25,4,2020
187,TGO,Togo,30/04/20,109,10,7,1,13.165999999999999,1.208,0.846,0.121,8278737.0,143.366,19.4,1429.8129999999999,280.033,Africa,30,4,2020
188,TTO,Trinidad and Tobago,27/04/20,116,1,8,0,82.887,0.715,5.716,0.0,1399491.0,266.88599999999997,36.2,28763.071,228.467,Americas,27,4,2020
189,TUN,Tunisia,30/04/20,980,5,40,0,82.92,0.423,3.384,0.0,11818618.0,74.22800000000001,32.7,10849.296999999999,318.991,Africa,30,4,2020
190,TUR,Turkey,30/04/20,117589,2936,3081,89,1394.241,34.812,36.531,1.055,84339067.0,104.914,31.6,25129.341,171.285,Asia,30,4,2020
191,TCA,Turks and Caicos Islands,28/04/20,12,1,1,0,309.933,25.828000000000003,25.828000000000003,0.0,38718.0,37.312,,,,Americas,28,4,2020
192,UGA,Uganda,30/04/20,81,2,0,0,1.771,0.044000000000000004,0.0,0.0,45741000.0,213.75900000000001,16.4,1697.707,213.333,Africa,30,4,2020
193,UKR,Ukraine,30/04/20,9866,456,250,11,225.592,10.427,5.716,0.252,43733759.0,77.39,41.4,7894.393,539.849,Europe,30,4,2020
194,ARE,United Arab Emirates,30/04/20,11929,549,98,9,1206.119,55.508,9.908999999999999,0.91,9890400.0,112.44200000000001,34.0,67293.483,317.84,Asia,30,4,2020
195,GBR,United Kingdom,30/04/20,165221,4076,26097,795,2433.801,60.042,384.42400000000004,11.710999999999999,67886004.0,272.89799999999997,40.8,39753.244,122.137,Europe,30,4,2020
196,USA,United States,30/04/20,1039909,27326,60966,2611,3141.6940000000004,82.555,184.18599999999998,7.888,331002647.0,35.608000000000004,38.3,54225.445999999996,151.089,Americas,30,4,2020
197,VIR,United States Virgin Islands,30/04/20,66,7,4,0,632.045,67.035,38.306,0.0,104423.0,306.48,42.2,,273.67,Americas,30,4,2020
198,URY,Uruguay,30/04/20,630,5,15,0,181.361,1.439,4.3180000000000005,0.0,3473727.0,19.750999999999998,35.6,20551.409,160.708,Americas,30,4,2020
199,UZB,Uzbekistan,30/04/20,2002,63,9,1,59.816,1.882,0.26899999999999996,0.03,33469199.0,76.134,28.2,6253.104,724.4169999999999,Asia,30,4,2020
200,VAT,Vatican,30/04/20,10,1,0,0,12360.938999999998,1236.094,0.0,0.0,809.0,,,,,Europe,30,4,2020
201,VEN,Venezuela,30/04/20,331,2,10,0,11.64,0.07,0.35200000000000004,0.0,28435943.0,36.253,29.0,16745.022,204.85,Americas,30,4,2020
202,VNM,Vietnam,24/04/20,270,2,0,0,2.7739999999999996,0.021,0.0,0.0,97338583.0,308.127,32.6,6171.884,245.465,Asia,24,4,2020
203,ESH,Western Sahara,26/04/20,6,6,0,0,10.045,10.045,0.0,0.0,597330.0,,28.4,,,Africa,26,4,2020
204,YEM,Yemen,30/04/20,6,5,0,0,0.201,0.168,0.0,0.0,29825968.0,53.508,20.3,1479.1470000000002,495.00300000000004,Asia,30,4,2020
205,ZMB,Zambia,30/04/20,97,2,3,0,5.276,0.109,0.163,0.0,18383956.0,22.995,17.7,3689.2509999999997,234.49900000000002,Africa,30,4,2020
206,ZWE,Zimbabwe,30/04/20,34,2,4,0,2.2880000000000003,0.135,0.26899999999999996,0.0,14862927.0,42.729,19.6,1899.775,307.846,Africa,30,4,2020
